visit_date,district,facility_type,total_visits,fever_cases,cough_cases,respiratory_cases,admission_count,icu_admissions,age_group,daily_growth_rate,7_day_moving_average,case_spike_flag
2023-07-04,Kota,Hospital,184,74,21,46,10,0,36-50,-0.12,73,0
2023-06-21,Bharatpur,Hospital,132,51,41,13,6,0,0-18,-0.47,53,0
2023-06-23,Bharatpur,Clinic,101,38,9,19,8,0,36-50,-0.25,41,0
2023-02-23,Alwar,Hospital,120,15,23,22,1,0,36-50,0.88,13,1
2023-12-09,Jodhpur,Clinic,268,19,75,29,6,0,19-35,-0.32,23,0
2023-08-15,Bharatpur,Hospital,141,27,4,4,3,0,51-65,-0.29,24,0
2023-10-21,Ajmer,Hospital,85,9,8,23,2,0,36-50,-0.76,11,0
2023-03-31,Bikaner,Hospital,37,5,3,8,1,0,0-18,-0.94,9,0
2023-07-06,Jodhpur,Hospital,222,99,8,55,28,6,0-18,4.21,95,1
2023-06-02,Kota,Clinic,117,9,17,33,1,0,36-50,-0.88,5,0
2023-06-30,Jodhpur,Clinic,151,60,19,30,0,0,0-18,-0.39,57,0
2023-11-23,Pali,Clinic,93,22,9,9,1,0,19-35,-0.78,24,0
2023-05-03,Bharatpur,Clinic,271,39,46,49,5,0,0-18,0.44,41,1
2023-02-25,Udaipur,Clinic,77,27,18,2,4,0,0-18,-0.7,31,0
2023-12-11,Jodhpur,Clinic,262,103,26,55,34,6,65+,0.72,103,1
2023-05-05,Ajmer,Hospital,229,108,73,59,25,1,0-18,11.0,109,1
2023-09-11,Jaipur,Clinic,112,5,14,19,1,0,65+,-0.95,4,0
2023-10-22,Jaipur,Hospital,215,104,26,30,36,3,65+,19.8,104,1
2023-08-26,Sikar,Hospital,209,99,53,11,37,9,36-50,3.95,100,1
2023-09-16,Pali,Clinic,190,43,48,33,4,0,51-65,0.95,43,1
2023-10-31,Bikaner,Clinic,154,10,36,7,0,0,0-18,1.0,13,1
2023-11-21,Alwar,Hospital,135,56,53,31,9,0,51-65,2.73,60,1
2023-02-21,Pali,Hospital,285,14,12,9,2,0,51-65,-0.67,11,0
2023-07-22,Bharatpur,Hospital,84,16,23,23,1,0,51-65,-0.59,13,0
2023-08-28,Alwar,Clinic,157,69,13,28,14,2,0-18,0.23,64,0
2023-08-15,Jodhpur,Clinic,284,68,106,51,7,1,19-35,-0.34,72,0
2023-05-29,Ajmer,Clinic,277,118,80,43,35,5,19-35,0.09,113,0
2023-04-27,Sikar,Hospital,64,8,20,18,1,0,0-18,-0.92,10,0
2023-10-27,Sikar,Clinic,166,29,58,44,1,0,36-50,2.62,28,1
2023-04-18,Kota,Clinic,36,15,9,3,1,0,19-35,0.67,15,1
2023-10-09,Pali,Hospital,79,12,7,10,2,0,65+,-0.14,7,0
2023-05-18,Udaipur,Hospital,150,60,28,6,23,4,19-35,1.22,63,1
2023-09-30,Jaipur,Clinic,64,16,3,5,4,0,65+,-0.85,13,0
2023-02-06,Bikaner,Hospital,260,15,31,3,2,0,0-18,0.5,14,1
2023-12-18,Udaipur,Clinic,45,8,11,10,1,0,0-18,-0.87,4,0
2023-04-21,Jaipur,Hospital,239,27,16,50,0,0,0-18,0.69,24,1
2023-07-10,Udaipur,Hospital,279,54,12,15,5,0,51-65,5.75,52,1
2023-04-18,Ajmer,Clinic,262,101,25,18,32,3,0-18,-0.14,98,0
2023-02-16,Kota,Hospital,234,46,53,49,6,0,36-50,2.07,45,1
2023-01-24,Alwar,Clinic,130,41,38,3,2,0,65+,-0.41,44,0
2023-06-07,Sikar,Hospital,161,8,4,28,2,0,36-50,-0.72,7,0
2023-04-24,Bharatpur,Hospital,236,104,15,27,27,0,19-35,5.5,107,1
2023-05-06,Jaipur,Clinic,128,36,37,18,6,0,36-50,0.33,38,1
2023-04-01,Bikaner,Clinic,97,5,10,15,0,0,19-35,-0.67,6,0
2023-11-16,Jodhpur,Hospital,230,98,84,22,29,5,36-50,0.44,99,1
2023-11-04,Jodhpur,Clinic,277,33,13,53,5,0,51-65,-0.66,29,0
2023-07-17,Ajmer,Hospital,103,26,8,6,4,0,36-50,-0.74,30,0
2023-04-26,Bharatpur,Hospital,234,90,15,18,13,1,51-65,-0.13,89,0
2023-08-18,Alwar,Clinic,121,27,30,32,9,0,65+,-0.34,23,0
2023-01-19,Sikar,Clinic,279,133,110,81,14,1,19-35,15.62,129,1
2023-11-26,Udaipur,Hospital,219,96,46,16,37,3,0-18,0.78,99,1
2023-10-27,Bikaner,Hospital,203,25,74,14,2,0,19-35,4.0,27,1
2023-03-04,Ajmer,Hospital,273,89,9,54,24,2,65+,2.42,91,1
2023-02-11,Alwar,Clinic,203,42,51,21,8,0,36-50,0.56,40,1
2023-11-25,Bharatpur,Hospital,245,119,89,23,26,4,36-50,0.32,119,1
2023-06-29,Udaipur,Hospital,203,46,63,36,8,1,65+,-0.52,45,0
2023-09-11,Bikaner,Hospital,271,78,74,62,23,3,0-18,2.12,79,1
2023-07-06,Jodhpur,Clinic,280,17,103,69,2,0,19-35,-0.48,21,0
2023-02-03,Jaipur,Hospital,167,46,34,29,6,0,51-65,0.28,44,1
2023-07-25,Alwar,Hospital,53,21,5,6,3,0,36-50,-0.5,22,0
2023-12-28,Udaipur,Clinic,261,42,79,35,13,2,36-50,-0.09,45,0
2023-04-21,Jaipur,Hospital,237,11,51,9,2,0,36-50,-0.76,8,0
2023-06-15,Jodhpur,Clinic,102,50,16,17,5,0,36-50,1.94,49,1
2023-07-31,Sikar,Hospital,193,67,33,4,9,1,0-18,-0.5,63,0
2023-06-11,Jodhpur,Hospital,55,19,14,15,6,0,51-65,-0.62,18,0
2023-01-29,Pali,Clinic,191,16,60,28,5,0,0-18,0.33,12,1
2023-01-01,Bharatpur,Hospital,50,24,10,11,8,1,51-65,-0.8,25,0
2023-07-08,Pali,Hospital,160,49,24,35,5,0,65+,2.06,48,1
2023-01-30,Alwar,Clinic,286,16,79,83,2,0,36-50,-0.24,13,0
2023-03-20,Jodhpur,Clinic,257,97,13,55,16,2,36-50,4.11,97,1
2023-03-24,Bikaner,Hospital,242,116,7,65,5,0,51-65,0.49,120,1
2023-02-13,Sikar,Hospital,204,80,5,41,5,0,51-65,0.19,75,0
2023-05-04,Kota,Hospital,166,53,37,27,7,0,65+,0.15,53,0
2023-05-25,Sikar,Hospital,188,65,10,34,13,2,0-18,-0.19,65,0
2023-07-24,Pali,Hospital,49,5,4,6,1,0,0-18,-0.9,5,0
2023-04-06,Sikar,Hospital,169,28,35,44,0,0,51-65,-0.57,27,0
2023-07-15,Bharatpur,Clinic,258,92,14,58,31,7,19-35,2.83,88,1
2023-02-24,Kota,Clinic,54,11,4,14,3,0,0-18,-0.79,15,0
2023-10-13,Jodhpur,Hospital,211,95,46,19,28,3,36-50,-0.02,93,0
2023-09-14,Jaipur,Hospital,282,45,107,25,8,0,51-65,3.09,49,1
2023-04-02,Kota,Hospital,128,39,7,28,7,0,19-35,2.55,34,1
2023-08-26,Ajmer,Clinic,217,46,50,36,15,2,65+,-0.48,42,0
2023-06-12,Ajmer,Hospital,186,56,17,17,8,1,65+,0.22,52,0
2023-06-18,Bharatpur,Hospital,48,23,3,11,0,0,65+,-0.75,24,0
2023-09-10,Udaipur,Hospital,230,37,10,21,11,2,65+,-0.12,34,0
2023-10-11,Bikaner,Clinic,137,14,17,6,0,0,19-35,-0.88,15,0
2023-08-05,Udaipur,Hospital,294,130,20,61,35,6,19-35,2.51,129,1
2023-09-05,Ajmer,Hospital,57,22,20,5,5,0,36-50,-0.61,17,0
2023-03-20,Udaipur,Clinic,216,57,83,9,2,0,0-18,-0.56,55,0
2023-05-18,Jaipur,Clinic,270,17,79,28,2,0,51-65,-0.62,12,0
2023-01-18,Alwar,Clinic,166,80,19,27,17,0,51-65,4.0,76,1
2023-10-28,Kota,Hospital,185,43,48,24,3,0,51-65,0.1,45,0
2023-07-02,Bikaner,Clinic,218,104,22,60,21,3,65+,6.43,103,1
2023-11-27,Pali,Hospital,217,11,57,4,3,0,19-35,1.2,14,1
2023-09-03,Udaipur,Clinic,196,75,45,47,16,1,0-18,0.32,72,1
2023-08-14,Alwar,Clinic,229,29,67,11,7,1,36-50,-0.64,32,0
2023-09-15,Pali,Clinic,291,22,106,15,6,0,0-18,1.0,21,1
2023-10-20,Sikar,Clinic,232,50,66,36,14,3,19-35,0.79,51,1
2023-08-01,Pali,Hospital,245,37,15,47,4,0,36-50,0.68,34,1
2023-03-15,Kota,Hospital,243,120,73,35,5,0,0-18,1.79,124,1
2023-12-09,Jaipur,Hospital,32,8,11,4,0,0,65+,-0.53,10,0
2023-08-07,Alwar,Clinic,180,15,50,28,5,0,51-65,-0.48,18,0
2023-11-18,Bharatpur,Clinic,282,35,64,58,3,0,0-18,0.52,32,1
2023-02-16,Jodhpur,Hospital,248,29,10,29,2,0,65+,-0.69,25,0
2023-07-01,Ajmer,Clinic,65,22,13,7,3,0,36-50,0.0,17,0
2023-10-26,Sikar,Clinic,206,61,27,31,16,1,0-18,0.22,57,0
2023-10-20,Ajmer,Hospital,189,42,60,44,9,0,19-35,0.91,43,1
2023-09-26,Jodhpur,Hospital,289,41,73,3,11,1,36-50,0.41,45,1
2023-07-10,Jodhpur,Clinic,121,13,13,25,2,0,65+,-0.68,14,0
2023-06-06,Jodhpur,Hospital,82,19,12,9,0,0,19-35,0.46,23,1
2023-07-25,Jodhpur,Clinic,297,126,30,28,47,0,65+,5.63,122,1
2023-05-19,Bikaner,Hospital,269,95,75,35,17,3,51-65,-0.09,92,0
2023-09-30,Jodhpur,Clinic,229,19,16,31,4,0,65+,-0.85,14,0
2023-07-10,Sikar,Clinic,81,15,16,23,1,0,65+,-0.75,16,0
2023-04-29,Bikaner,Clinic,271,119,63,80,0,0,51-65,0.25,117,0
2023-10-04,Bharatpur,Clinic,181,54,66,19,12,2,0-18,0.54,50,1
2023-05-14,Bharatpur,Clinic,74,27,22,16,6,0,51-65,-0.5,30,0
2023-05-02,Jodhpur,Hospital,86,25,30,2,9,0,51-65,0.32,22,1
2023-11-22,Udaipur,Clinic,264,105,11,35,2,0,65+,0.4,101,1
2023-12-26,Bharatpur,Clinic,101,36,33,14,11,2,36-50,0.33,31,1
2023-07-14,Bikaner,Hospital,209,62,10,51,3,0,19-35,-0.48,64,0
2023-06-07,Sikar,Hospital,208,49,28,44,16,0,19-35,2.27,47,1
2023-10-07,Pali,Clinic,46,13,10,3,4,0,19-35,-0.65,8,0
2023-09-15,Udaipur,Clinic,298,86,71,83,2,0,19-35,-0.18,90,0
2023-11-22,Pali,Clinic,122,32,13,2,6,0,19-35,1.46,36,1
2023-11-30,Alwar,Hospital,187,90,5,28,12,2,51-65,5.0,92,1
2023-07-31,Udaipur,Hospital,81,21,9,23,1,0,51-65,-0.76,21,0
2023-05-26,Pali,Clinic,48,13,10,11,1,0,0-18,-0.59,11,0
2023-12-30,Jodhpur,Hospital,119,38,37,10,4,0,36-50,0.52,41,1
2023-12-19,Jodhpur,Hospital,221,49,74,15,15,1,0-18,0.29,51,1
2023-08-03,Udaipur,Clinic,229,42,33,21,11,0,36-50,1.0,45,1
2023-10-29,Bharatpur,Clinic,212,98,57,24,15,2,19-35,1.72,96,1
2023-09-20,Kota,Clinic,176,45,34,17,12,1,65+,-0.62,43,0
2023-05-16,Jaipur,Clinic,249,65,10,46,10,0,36-50,7.12,69,1
2023-06-14,Bikaner,Hospital,71,10,16,16,0,0,19-35,-0.84,5,0
2023-05-19,Kota,Hospital,41,10,10,7,3,0,19-35,-0.78,13,0
2023-07-26,Alwar,Clinic,211,27,57,34,9,1,19-35,-0.7,30,0
2023-09-04,Pali,Clinic,183,28,49,46,10,0,0-18,1.15,23,1
2023-01-08,Jodhpur,Clinic,207,31,55,53,2,0,19-35,-0.37,27,0
2023-11-24,Jaipur,Clinic,158,20,34,36,7,1,36-50,-0.69,19,0
2023-02-14,Alwar,Clinic,186,82,50,15,4,0,65+,2.04,84,1
2023-11-27,Jaipur,Clinic,261,88,40,26,29,5,51-65,3.4,86,1
2023-01-15,Udaipur,Hospital,250,15,36,62,5,0,36-50,-0.64,18,0
2023-11-17,Sikar,Clinic,39,7,8,2,0,0,0-18,-0.86,7,0
2023-06-28,Kota,Clinic,242,116,94,53,5,0,19-35,10.6,118,1
2023-09-14,Jaipur,Clinic,74,34,12,5,9,1,51-65,-0.61,36,0
2023-10-19,Bharatpur,Hospital,151,43,32,4,12,1,51-65,-0.56,40,0
2023-09-08,Udaipur,Hospital,78,16,10,13,5,0,0-18,0.07,14,0
2023-06-05,Bharatpur,Hospital,42,11,13,5,2,0,0-18,-0.74,9,0
2023-10-08,Pali,Hospital,63,7,7,6,1,0,19-35,-0.75,11,0
2023-07-27,Bikaner,Clinic,43,13,7,5,2,0,19-35,0.3,12,1
2023-06-01,Bikaner,Clinic,253,37,81,36,9,0,0-18,1.85,34,1
2023-01-14,Pali,Hospital,48,14,16,2,0,0,65+,1.0,16,1
2023-02-02,Alwar,Hospital,197,87,56,49,1,0,0-18,0.06,90,0
2023-02-22,Alwar,Hospital,42,14,11,6,1,0,51-65,-0.84,17,0
2023-01-22,Jaipur,Hospital,107,15,4,2,0,0,51-65,-0.56,19,0
2023-05-28,Udaipur,Clinic,212,65,21,8,24,2,65+,3.06,68,1
2023-02-23,Bikaner,Clinic,168,26,64,6,9,1,36-50,-0.3,24,0
2023-07-23,Pali,Hospital,297,85,110,12,28,7,51-65,5.07,81,1
2023-08-03,Alwar,Hospital,220,76,77,8,18,4,19-35,4.43,74,1
2023-06-08,Ajmer,Hospital,111,21,42,10,3,0,0-18,-0.5,25,0
2023-11-30,Pali,Hospital,34,15,11,3,2,0,51-65,-0.82,10,0
2023-08-25,Kota,Hospital,286,63,107,37,1,0,65+,-0.46,62,0
2023-01-28,Udaipur,Clinic,232,13,16,60,0,0,51-65,-0.8,15,0
2023-07-15,Jodhpur,Hospital,214,93,45,54,11,2,0-18,2.0,88,1
2023-04-24,Pali,Hospital,101,43,23,3,0,0,36-50,1.87,45,1
2023-11-08,Jaipur,Clinic,295,142,14,26,19,2,65+,8.47,141,1
2023-05-12,Jodhpur,Hospital,290,20,95,28,7,0,0-18,-0.78,18,0
2023-12-14,Jodhpur,Clinic,210,89,51,55,8,0,19-35,3.45,88,1
2023-04-09,Pali,Clinic,103,6,27,26,1,0,19-35,-0.86,8,0
2023-09-06,Kota,Clinic,295,142,4,22,28,6,0-18,1.25,144,1
2023-05-13,Alwar,Hospital,46,16,13,5,5,0,19-35,-0.79,20,0
2023-01-27,Bharatpur,Hospital,161,75,7,4,11,2,51-65,5.82,70,1
2023-03-17,Udaipur,Clinic,295,31,13,65,8,0,19-35,1.38,28,1
2023-05-10,Udaipur,Hospital,80,38,10,16,11,2,51-65,0.23,35,0
2023-03-13,Jaipur,Clinic,41,19,10,9,5,0,19-35,-0.87,20,0
2023-09-26,Sikar,Hospital,239,51,66,65,12,2,36-50,6.29,55,1
2023-06-29,Udaipur,Clinic,107,44,6,9,6,0,0-18,0.16,41,0
2023-08-30,Alwar,Hospital,160,77,53,8,28,0,0-18,3.81,76,1
2023-12-02,Alwar,Hospital,263,47,8,34,4,0,19-35,-0.39,45,0
2023-06-07,Bikaner,Clinic,237,31,13,42,3,0,36-50,0.19,35,0
2023-12-09,Bharatpur,Hospital,149,13,54,2,0,0,51-65,-0.83,8,0
2023-06-08,Bikaner,Hospital,150,31,15,30,5,0,19-35,0.0,29,0
2023-09-11,Sikar,Clinic,151,57,8,19,14,2,0-18,0.12,55,0
2023-06-29,Bharatpur,Hospital,287,77,93,28,5,0,36-50,4.92,72,1
2023-09-08,Sikar,Hospital,46,19,12,8,4,0,19-35,-0.67,19,0
2023-08-12,Bharatpur,Clinic,212,82,79,43,20,1,36-50,0.06,78,0
2023-05-02,Pali,Hospital,284,133,94,70,38,0,51-65,21.17,137,1
2023-10-19,Ajmer,Hospital,171,47,54,39,1,0,65+,1.24,51,1
2023-04-22,Jaipur,Clinic,211,32,60,55,11,0,0-18,0.68,32,1
2023-01-15,Jodhpur,Clinic,81,22,19,6,6,0,19-35,-0.75,18,0
2023-04-29,Sikar,Clinic,70,24,25,11,1,0,19-35,0.26,23,1
2023-07-31,Sikar,Clinic,78,31,6,2,11,1,51-65,0.29,32,1
2023-05-26,Alwar,Clinic,166,11,29,31,2,0,0-18,-0.77,10,0
2023-04-04,Sikar,Clinic,175,47,63,22,1,0,0-18,0.52,47,1
2023-03-15,Jaipur,Hospital,238,78,24,18,5,0,51-65,1.44,80,1
2023-04-27,Kota,Hospital,209,33,53,13,3,0,19-35,-0.77,34,0
2023-10-09,Bharatpur,Hospital,61,6,5,8,0,0,51-65,-0.93,8,0
2023-05-01,Pali,Clinic,41,5,15,4,1,0,36-50,-0.96,0,0
2023-09-18,Bikaner,Clinic,105,37,24,13,11,0,51-65,0.19,37,0
2023-01-09,Bikaner,Hospital,66,29,5,3,7,0,51-65,-0.22,25,0
2023-11-04,Ajmer,Clinic,132,13,8,8,3,0,51-65,-0.72,16,0
2023-01-28,Jaipur,Hospital,60,13,22,8,4,0,36-50,-0.83,12,0
2023-01-19,Kota,Hospital,168,62,30,47,22,3,65+,0.88,60,1
2023-05-10,Ajmer,Hospital,183,26,32,50,4,0,51-65,1.0,25,1
2023-06-28,Jodhpur,Hospital,166,69,58,26,21,1,65+,2.14,67,1
2023-04-06,Alwar,Clinic,286,112,39,27,33,4,36-50,9.18,110,1
2023-01-09,Jaipur,Hospital,298,101,55,50,11,2,19-35,6.77,97,1
2023-11-26,Alwar,Hospital,130,49,8,35,4,0,0-18,-0.56,53,0
2023-11-20,Jodhpur,Clinic,170,66,32,14,13,0,19-35,-0.04,70,0
2023-06-27,Bikaner,Hospital,185,91,64,33,8,1,36-50,2.14,89,1
2023-05-31,Bikaner,Clinic,123,16,10,27,2,0,51-65,-0.82,12,0
2023-01-08,Kota,Hospital,237,50,65,3,14,1,51-65,-0.19,45,0
2023-01-30,Bikaner,Hospital,233,114,16,37,40,0,36-50,6.12,112,1
2023-02-17,Ajmer,Clinic,187,8,58,29,0,0,0-18,-0.69,4,0
2023-07-26,Sikar,Clinic,91,21,21,12,2,0,36-50,-0.55,17,0
2023-09-15,Bharatpur,Hospital,275,29,90,41,10,0,0-18,3.83,24,1
2023-09-24,Bharatpur,Hospital,218,103,47,49,40,7,65+,2.55,104,1
2023-02-17,Jaipur,Hospital,164,81,45,28,25,6,65+,-0.2,77,0
2023-12-10,Sikar,Clinic,137,30,16,33,11,0,51-65,0.43,28,1
2023-12-10,Jaipur,Hospital,213,91,24,13,30,0,0-18,0.12,91,0
2023-01-16,Sikar,Clinic,223,55,48,10,13,1,65+,0.83,54,1
2023-10-24,Kota,Clinic,74,9,5,15,2,0,36-50,-0.82,11,0
2023-07-18,Pali,Clinic,44,5,4,9,1,0,65+,0.0,6,0
2023-10-08,Alwar,Clinic,82,14,25,23,4,0,0-18,-0.71,11,0
2023-05-22,Bharatpur,Hospital,64,9,15,8,0,0,36-50,-0.91,7,0
2023-05-07,Alwar,Clinic,219,17,50,21,1,0,51-65,0.21,16,0
2023-11-03,Sikar,Hospital,192,80,67,47,14,1,65+,0.45,80,1
2023-11-23,Pali,Hospital,185,16,32,32,4,0,51-65,2.2,18,1
2023-07-15,Jodhpur,Hospital,244,56,63,53,14,1,0-18,-0.15,56,0
2023-02-24,Udaipur,Clinic,64,23,12,12,1,0,19-35,-0.48,23,0
2023-10-12,Ajmer,Hospital,104,43,38,29,14,2,19-35,4.38,44,1
2023-02-26,Alwar,Hospital,93,9,31,18,1,0,65+,-0.47,7,0
2023-05-27,Jodhpur,Clinic,292,112,82,14,10,0,65+,1.0,107,1
2023-09-15,Alwar,Hospital,71,8,10,13,2,0,0-18,-0.11,6,0
2023-08-17,Jodhpur,Clinic,195,44,71,8,12,2,19-35,-0.61,48,0
2023-02-21,Bikaner,Hospital,282,42,102,72,0,0,36-50,-0.63,39,0
2023-05-10,Bikaner,Hospital,164,39,55,30,0,0,65+,-0.07,35,0
2023-11-27,Sikar,Hospital,190,77,66,21,28,4,36-50,-0.04,72,0
2023-10-24,Ajmer,Clinic,129,62,8,23,7,0,51-65,0.44,61,1
2023-05-21,Bharatpur,Clinic,197,10,16,20,3,0,51-65,0.11,10,0
2023-01-15,Bikaner,Hospital,295,126,78,61,6,0,19-35,2.23,129,1
2023-10-12,Bharatpur,Hospital,199,39,51,46,8,1,51-65,2.9,38,1
2023-08-14,Pali,Clinic,37,7,3,7,1,0,65+,-0.56,4,0
2023-05-31,Bharatpur,Hospital,285,13,13,81,4,0,19-35,-0.67,8,0
2023-10-20,Jodhpur,Hospital,250,81,29,43,18,4,51-65,0.84,80,1
2023-07-11,Jodhpur,Hospital,106,30,23,13,11,1,51-65,-0.63,25,0
2023-07-18,Alwar,Hospital,298,89,86,13,26,3,36-50,10.12,89,1
2023-11-24,Kota,Hospital,256,24,81,10,0,0,65+,1.67,25,1
2023-10-02,Ajmer,Clinic,46,15,12,3,4,0,65+,-0.76,19,0
2023-08-09,Jodhpur,Clinic,220,54,19,65,10,2,19-35,0.8,52,1
2023-07-02,Bikaner,Hospital,239,79,34,22,30,1,36-50,-0.37,77,0
2023-10-05,Kota,Clinic,62,13,23,12,0,0,36-50,-0.46,16,0
2023-11-09,Jaipur,Hospital,162,30,43,34,1,0,36-50,-0.67,30,0
2023-03-04,Kota,Hospital,182,16,34,41,1,0,51-65,0.23,17,0
2023-08-16,Pali,Clinic,81,14,14,13,4,0,51-65,1.0,10,1
2023-03-18,Sikar,Hospital,298,130,96,3,1,0,36-50,0.69,126,1
2023-04-22,Alwar,Clinic,159,29,50,34,8,0,51-65,-0.67,33,0
2023-04-01,Sikar,Clinic,121,7,17,28,1,0,0-18,-0.95,3,0
2023-12-31,Sikar,Clinic,128,53,21,3,6,0,65+,6.57,55,1
2023-12-27,Alwar,Hospital,147,67,9,8,5,0,36-50,1.31,70,1
2023-04-02,Alwar,Hospital,208,39,79,47,2,0,19-35,-0.42,35,0
2023-01-05,Kota,Clinic,259,99,52,42,23,0,65+,5.19,98,1
2023-05-03,Jodhpur,Clinic,154,42,49,23,14,1,36-50,-0.22,45,0
2023-07-24,Ajmer,Hospital,277,37,97,20,10,1,51-65,1.47,34,1
2023-01-17,Udaipur,Clinic,51,12,11,10,3,0,65+,-0.48,14,0
2023-04-24,Udaipur,Hospital,254,113,91,10,37,9,65+,8.42,110,1
2023-11-27,Jodhpur,Clinic,72,26,8,19,4,0,36-50,-0.38,23,0
2023-01-08,Alwar,Hospital,110,6,21,25,1,0,19-35,-0.85,6,0
2023-10-23,Udaipur,Hospital,46,15,3,2,2,0,36-50,-0.87,18,0
2023-05-01,Bikaner,Clinic,247,8,20,19,2,0,51-65,-0.9,12,0
2023-05-06,Jodhpur,Clinic,155,32,54,6,8,0,51-65,0.23,35,0
2023-02-19,Jodhpur,Clinic,252,119,71,54,19,0,0-18,2.72,117,1
2023-03-04,Alwar,Clinic,235,76,91,32,13,1,19-35,11.67,73,1
2023-11-28,Jodhpur,Hospital,207,96,49,33,18,4,36-50,-0.19,94,0
2023-04-14,Bharatpur,Hospital,172,12,45,2,3,0,0-18,-0.08,14,0
2023-01-19,Ajmer,Clinic,124,24,3,5,1,0,65+,-0.35,27,0
2023-08-01,Udaipur,Clinic,161,39,13,41,3,0,0-18,1.6,42,1
2023-03-30,Jaipur,Hospital,55,11,7,13,0,0,65+,-0.63,13,0
2023-07-10,Sikar,Clinic,92,37,6,22,6,0,36-50,-0.3,40,0
2023-05-05,Jaipur,Hospital,83,30,18,20,4,0,65+,1.73,34,1
2023-02-11,Jaipur,Clinic,45,9,13,3,0,0,51-65,-0.7,4,0
2023-01-30,Jaipur,Clinic,134,19,47,3,3,0,51-65,1.11,16,1
2023-08-30,Ajmer,Clinic,246,87,83,45,26,3,51-65,2.62,84,1
2023-12-27,Alwar,Clinic,59,19,15,10,5,0,36-50,-0.75,23,0
2023-03-27,Jodhpur,Clinic,258,46,66,4,3,0,36-50,-0.52,50,0
2023-02-28,Kota,Hospital,222,18,3,58,4,0,65+,-0.82,13,0
2023-03-21,Ajmer,Hospital,119,49,36,6,6,0,51-65,-0.44,49,0
2023-09-22,Bikaner,Hospital,167,46,6,22,17,0,36-50,4.75,47,1
2023-03-28,Pali,Clinic,103,5,22,14,1,0,0-18,-0.64,2,0
2023-01-25,Kota,Clinic,166,20,16,8,0,0,51-65,0.11,19,0
2023-02-13,Jaipur,Hospital,200,63,28,54,15,2,0-18,2.32,64,1
2023-07-10,Bikaner,Hospital,121,16,45,2,5,0,65+,-0.65,13,0
2023-08-10,Ajmer,Clinic,48,23,4,2,4,0,19-35,-0.53,25,0
2023-05-16,Ajmer,Clinic,33,10,4,6,2,0,65+,-0.57,6,0
2023-01-25,Sikar,Clinic,104,18,13,27,3,0,19-35,-0.51,18,0
2023-10-02,Udaipur,Hospital,208,40,32,15,14,1,0-18,0.03,44,0
2023-04-14,Jodhpur,Hospital,71,9,27,11,1,0,65+,-0.8,4,0
2023-09-10,Bharatpur,Hospital,33,11,5,4,3,0,19-35,-0.08,7,0
2023-08-19,Bharatpur,Clinic,167,8,52,24,0,0,36-50,-0.27,9,0
2023-04-08,Bharatpur,Clinic,196,27,4,7,0,0,0-18,2.38,22,1
2023-04-07,Bharatpur,Clinic,226,82,50,65,12,0,0-18,2.04,83,1
2023-07-22,Jodhpur,Hospital,267,61,86,30,11,0,36-50,5.78,65,1
2023-09-21,Ajmer,Clinic,70,25,10,10,5,0,19-35,1.5,28,1
2023-12-28,Bikaner,Clinic,294,8,17,50,2,0,19-35,-0.5,12,0
2023-08-09,Bharatpur,Hospital,179,61,9,23,4,0,0-18,-0.26,64,0
2023-10-01,Pali,Hospital,237,11,33,28,2,0,51-65,1.2,6,1
2023-10-13,Kota,Clinic,58,19,12,3,1,0,0-18,-0.05,22,0
2023-11-24,Pali,Hospital,290,88,102,17,12,2,0-18,7.0,91,1
2023-04-12,Jaipur,Hospital,202,25,47,7,7,0,36-50,-0.6,21,0
2023-02-07,Bharatpur,Clinic,277,68,80,15,3,0,0-18,0.11,72,0
2023-01-16,Jaipur,Clinic,112,19,20,28,2,0,36-50,-0.24,15,0
2023-07-15,Pali,Hospital,36,8,7,6,0,0,0-18,-0.91,10,0
2023-07-20,Alwar,Clinic,53,22,20,3,7,0,51-65,0.16,21,0
2023-09-14,Udaipur,Clinic,144,6,43,36,0,0,36-50,-0.85,7,0
2023-12-02,Udaipur,Hospital,143,12,42,21,1,0,51-65,1.0,10,1
2023-08-06,Kota,Clinic,140,30,32,19,5,0,19-35,0.58,26,1
2023-12-08,Bikaner,Hospital,79,36,6,4,11,1,0-18,3.5,33,1
2023-05-04,Udaipur,Clinic,58,15,19,6,0,0,65+,0.25,11,0
2023-12-10,Alwar,Clinic,248,117,97,64,27,3,65+,4.32,121,1
2023-07-15,Sikar,Clinic,210,8,17,3,0,0,65+,-0.56,3,0
2023-06-30,Bikaner,Clinic,232,8,78,61,0,0,36-50,-0.78,4,0
2023-06-25,Bharatpur,Hospital,131,31,31,30,9,0,36-50,-0.54,29,0
2023-08-20,Sikar,Clinic,165,50,20,12,0,0,0-18,5.25,47,1
2023-05-06,Bikaner,Hospital,67,7,23,11,0,0,65+,-0.12,11,0
2023-12-08,Sikar,Clinic,184,13,40,12,3,0,36-50,-0.74,8,0
2023-11-18,Jodhpur,Clinic,159,33,61,42,8,1,51-65,-0.46,35,0
2023-10-28,Udaipur,Hospital,163,76,9,39,10,0,0-18,4.07,78,1
2023-01-11,Udaipur,Clinic,221,67,23,40,2,0,19-35,-0.12,66,0
2023-02-24,Bikaner,Clinic,127,37,44,21,10,0,0-18,4.29,35,1
2023-04-04,Udaipur,Clinic,145,57,38,33,16,1,36-50,-0.15,58,0
